,Tweets,Level 1,Level 2
19774,": Assalam o Alaikum Sir, why you got hair cut, script se bahar jaa raha tha kya? #AskSRK",no emotion,Neutral
19773,Sir corier. Company ki sellery nhi h Bhukhe karne ka hall h ho gya h Pichale mahine b ADI sellery ayi thi batao kya kare sir. Plz sellery. Dalwa do hamari,no emotion,Neutral
19772,jo bhi h ye yha se toh possible h hi nhi jbh hum bilkul harsil valley puchte h jbh ye glaciers completely dikhte h uttarkashi m bhi nhi dikhte yr ese toh maneri gangnani m bhi nhi,no emotion,Neutral
19771,FIR ki copy attached hai,no emotion,Neutral
19770,Papa ko aaj achha se dhoya hai meeting me.,no emotion,Neutral
19769,"Achha , pm care fund mein kitna aya ? Uska aankda doge ?",no emotion,Neutral
19768,"Abe cr ko cr see divide karke dekh, sirf aata hai..nuksaan hazaaron lakhon ka hai unka. Or number bhi pata nai kaise calculate ki hai..",no emotion,Neutral
19767,Abe saale zyaada choudary banega tu ab ? Sab maalum hai tujhe ? Toh bataa Bermuda triangle asli hai ki nahi ? number of the beast kyu hai ?,no emotion,Neutral
19766,Ye words mere dictionary mein ni hai. Main ek normal student hun mujhe jo kuch bhi sahi news milti hai usko memorize karke rakhta hun,no emotion,Neutral
19765,Tum logo ki tarah... Scam nahi hoga isme... Dont wry,no emotion,Neutral
19764,Kaafi jaldi hi khabar phuncha di aapne sir hum logon tak,no emotion,Neutral
19763,phone ka naam km kisi drug ka na zyada lg ra hai...,no emotion,Neutral
19762,Bhai aise lagh raha hai jaise ki wood furniture ke colour ho,no emotion,Neutral
19761,Vivo ya oppo ka jo mobile #overpriced hota hai uska giveaway kar dete ho Bahut ache,no emotion,Neutral
19760,"You will learn how to make a system, Price action, momentum , entry exit. Even if you're a zero in technicals, you will get a gateway into technicals and ek clear rasta mil jaega how to approach trading. Aur kya chahiye? Sikhne ke liye hard work to karna padega.",no emotion,Neutral
19759,"If you hear only few thing, only few things in workshop !! Your trading losses will be minimal. I had zero knowledge of technicals when I went for workshop, Tum zada nahin to trading mistakes and psycology h samajh loge, to bhi losses bacha loge !",no emotion,Neutral
19758,Yarr bhai aap mental ho gaye aap apne mind ka chkup karwa lo,no emotion,Neutral
19757,sun be BnD tu BnD hi rhega neutral debate to kr ya channel change kre.,no emotion,Neutral
19756,Lagta h complain nhi hai iske khilaf,no emotion,Neutral
19755,Jor jor cheek cheek k khabare padna band kr do hindustan k logo m dimaag hai. Apni soch ko thopna band kr do. Bus jo news aaye use deliver kro. Ye tumhara kaam hai naa ki chilana. Noise pollution krna. DD news sabse badiyaa hai koi chikta chilata nhi hai.,no emotion,Neutral
19754,FM Madam ne tu kuch aur hi bola..,no emotion,Neutral
19753,Criminal logo pr hi FIR hota hai,no emotion,Neutral
19752,BHAIYA AAP TENSION NA LO PURI INDIA APKE SARAH H SIRF NAKLI INDIAN CHOR KAR,no emotion,Neutral
19751,bhai last time kb kia h apne covid-19 k bre me reporting?,no emotion,Neutral
19750,Amish ji social media ko aap dil pe mat leejiye...Yahan Sab kuch kabarha hai...,no emotion,Neutral
19749,Ac room me Baith kar bhaari agar bhaari padna hi hai to my dear friend Bharat Pak border par Jakar pado,no emotion,Neutral
19748,"Abbey MY dear Friend .GDP toh Zero pe ane wali hai . ho ya % ho , ghanta farak padta hai.",no emotion,Neutral
19747,Sambht ji pmc bank waley account holders kya indian nahi hein.,no emotion,Neutral
19746,Musalmano ki eid shoping jihad pe debate karne ki liye tayar hoo naa tum log,no emotion,Neutral
19745,tu apni gang k bare mei soch jail mei Gang Bang,no emotion,Neutral
19744,ye bhot kush hote hai. hum log to india ke news channle par aa gye ...apne friends.ristedaro etc. ko btyege jake hum to india ke news chanle par aaye the... Pakistan ke jahil log,no emotion,Neutral
19743,China ki to mene bat nahin ki mene just turkey ka bola k apki observation turkey k baray galat hai.,no emotion,Neutral
19742,"Muhbbt.koi khairat nhi jo guidnc pr mel jaye ,yeh bndo k drmiyan cnctn hai , lkn baazaru insan mtlb jo nsli na ho use izat ki prwa nhi hoti na apni na mehboob , chunache uski muhhbt sachi hogi lkn nasal bro nasal , nasli hona bht zaruri hai",no emotion,Neutral
19741,Yr friend Rauf Klasra dosro pe tu bht criticism krte ha laken jab koi un pe critcise kare twitter tu straightaway block karte ha.. what a level of journalism,no emotion,Neutral
19740,Wha k log b jealous hota kia hm sa jasa yha k ???,no emotion,Neutral
19739,Actually face be emoji laga liya hai na.,no emotion,Neutral
19738,NO ! Yahan baat Apni ghalti per sharminda hona hai Tauba ka ahsaas paida karna hai..,no emotion,Neutral
19737,hmri crush leela hai Halima purni ho gayii,no emotion,Neutral
19736,Yeh apne start kiya hai,no emotion,Neutral
19735,Tumne bola tha sach hai yeh okk......mera bhai hai mai defend krugi ..okk ..lgi smj,no emotion,Neutral
19734,Meri language ki fikr krne ki zrrort nhi hai ..mene kuch glt nhi bola,no emotion,Neutral
19733,"Koi baat nahi, Main v abhi aaya hu office se Ab baat Kr sakta hu, bas beech me dinner banane jaaunga",no emotion,Neutral
19732,Bhai diversify kar raha hai kya?,no emotion,Neutral
19731,Yah but thats why they will take longer..the infection had already spread before they could act...abhi to more tests more positives wala effect hai,no emotion,Neutral
19730,But we have to live with these fakers...kya kre bhaii ab life he,no emotion,Neutral
19729,Hum aitdaal walay log faiday main rehty hen aur donon extremes ki lety hen,no emotion,Neutral
19728,Birthday kull hai,no emotion,Neutral
19727,Ye toh professor ki touheen krdi hai tumne!,no emotion,Neutral
19726,Turkey mein bohat zlalat hai bhai. Aur Haleema idhar poore libas mein nhi shorts mein nazar aaye gi.,no emotion,Neutral
19725,main tou hun already,no emotion,Neutral
19724,Spill some milk? Ye internal jokes tu apne bhai bandhu k saath maar. Not interested,no emotion,Neutral
19723,"Divert tu karta reh, I'm still not here to help you.",no emotion,Neutral
19722,Are are ye toh wala post hai bhaee !!,no emotion,Neutral
19721,Or issi tareh se inhone democracy ki leni deni kari hai,no emotion,Neutral
19720,Shukar ha wazahat kar di nhn to main to samajh rha tha k pta nhn kis cheez ke professor ha sara din aur raat to tweeter per hoti ha is k students to bus galian he dete hon ge,no emotion,Neutral
19719,Price Kia hy?,no emotion,Neutral
19718,"ALWAYS BLESSED,ALLAH KAREEM AAP KAY KAAM MAIN BARKAT DAY AMEEN",no emotion,Neutral
19717,Choro yr name nahi lena chah rha me ap sunao kya horha?,no emotion,Neutral
19716,"Dekh liya nah . Kaha pin likha howa? Mere profile mei koi bhe pin tweet nahi hei, yeh last tweet hei jo mene abhi thaak kei hei. Or tweet abhi thaak kei nahi",no emotion,Neutral
19715,"Dikha tu kiya hota hai,medicine prescribe karain ga na...",no emotion,Neutral
19714,"""aglay semester mein bhai tra aag lga dega"" still remains first",no emotion,Neutral
19713,Kya hua officer ?Kyu parsan ho,no emotion,Neutral
19712,Read hum as me!,no emotion,Neutral
19711,aapne follow back nhi kiya hai,no emotion,Neutral
19710,Wo sirf Allah hae.Allah ko tasleem krnae wallay muslman ho tae heen. Allah TU pori universe ka hae. Wo sab ka hae. Wo sirf aik hae.,no emotion,Neutral
19709,Allah sirf Allah hae. Us ko tasleem krnae wallay muslman hon ghae. Allah TU khud universe ka Malik hae. Us ham nae eman Lana hae. Yae hamri majboori hae. Us ki nahi. Wo sab ka Allah hae. Wo TU Hindu ka b Allah hae.,no emotion,Neutral
19708,Ab tujjay God qabool b nahi kr Raha TU maen Kia karon. God tumnko muslman bana sakta hae. Lakin shayed God ko tum pasand nahi hae.,no emotion,Neutral
19707,Ha gumna Gunaha hoo gaya wine shop ZO ghanty line mein lag rahy Woo kuch nahi,no emotion,Neutral
19706,Lgta nhi he azad he sindh.angrez ne war kia to saamny s kia.yahan to sazshen e sazshen he sindh ko mehkoom bnany klye.lkn hmary sindh k maalik e qul jb smjty krty he k inka personal nuqsan hony wala he to uth khry hoty he or lanat k trends chlaty hue.jb bat sindh ki ho to sb chup,no emotion,Neutral
19705,"Well it should be even for tricity. That's how I wanted to put it forward. And yes if you don't care ki hum doob rahe hain, tho hume bi koi farak nahi agar sanam aap bhi sath doob jaayien",no emotion,Neutral
19704,aesa haal Mansehra key king Abdullah hospital ka bhi nai jis per mansehra sey kaghan tak key logon ka load hai,no emotion,Neutral
19703,Pakistan ma har ghadar ka name chlta ha jes na wafa ke os ke zuban cutting kar de gai ..17 to history check kar lo,no emotion,Neutral
19702,Main nay really aik bhi qist naheen dhakhi haan albata twitter pay bohot shor o ghogha dakha hay .,no emotion,Neutral
19701,I am here now kia karo gy,no emotion,Neutral
19700,G main ne to add deki hn,no emotion,Neutral
19699,Arooma jeeti? Aesi cheater hai na yeh Ammarah tobah tobah,no emotion,Neutral
19698,Charo sahi hai sir,no emotion,Neutral
19697,I literally buy certain packs just for worlds and then find out if o dont like the concept of the pack itself and sim that lives there is forced to interact with mess,no emotion,Neutral
19696,Allegations nahi hai sach hai yaar,no emotion,Neutral
19695,Clear kya bhai pad le,no emotion,Neutral
19694,"Aapka no team ko share kar diya hai, they will contact you",no emotion,Neutral
19693,Abdullah koi hai kya debate pr ?,no emotion,Neutral
19692,Aapko kya lagta hai aman ji kab tak badhega ya nahi ....share your personal view,no emotion,Neutral
19691,Bhai....din Raat Hindu Muslim karte rahte ho....Kuch aur bhi Kar lo....!!! Mazdur kat rhe hai....train se...bhukhe mar rhe hai....!!! In par bhi dhyan do,no emotion,Neutral
19690,Isko follow karlo newbie hai banda nice hai,no emotion,Neutral
19689,Eska producer David dhawan sallu ka achha dost he main to dekhna hoga ye sooryavanshi lata he clash me ya nahi,no emotion,Neutral
19688,Pehly iskooo sambhalooo Isskiii Tu legs pay kaam nhiiii krrrr raheeen,no emotion,Neutral
19687,Hahahahaha hum jaanty Hain dushman ko sabak sekhaana Abhinandan say advise lay Lena Tag keh zeelatu russwaiii kaaa samba na kerrna parree,no emotion,Neutral
19686,Abhinandan kooo remember kerna ho saky Tu milna bhiiii,no emotion,Neutral
19685,Yaar ye pta nae kya horaha hai teen orr bhi hain gen kenpic add ke thee lekin wo add hoy nae,no emotion,Neutral
19684,Lahore Ka Mausam bhi aaj bahut Suhana hai,no emotion,Neutral
19683,Thulla hai ye ek number ka,no emotion,Neutral
19682,Purani news ko new batane laga hai gainda swami,no emotion,Neutral
19681,Bhai Hoogli mai kya ho rnha hai.....Any news...??,no emotion,Neutral
19680,"Waah alag cringe word hai what if typo ho jaata aur 'W' hatt jata, accha choro tum toh bacchi ho",no emotion,Neutral
19679,Dil hi to hai Season ke baki ke episodes kab tak aane wale hai ? April ko to nahi aaye ?,no emotion,Neutral
19678,"Believe me, Same youthyas who were showing great humanitarian concern for poor will eventually blame them ruthlessly when number of cases and fatalities will rise. Excuse would be gareebo nay ehtiat nahi ki, khan sab kya kartay",no emotion,Neutral
19677,Meri baat hi zyada badi lag gayi... Toh phir kya writer banna... Be-panaah padhna akeli shart hai likhne ke liye...,no emotion,Neutral
19676,Youre right but itni conditioning ho gayi thi keh maan kya,no emotion,Neutral
19675,Sir Siddharth k koi solo project hai???,no emotion,Neutral
19674,Galat hai agar lyricle aana tha to mv ku show ki,no emotion,Neutral
19673,Kya show tha wo bhi.,no emotion,Neutral
19672,Delhi police kiske under hai .?????,no emotion,Neutral
19671,"Ye kya bakwass h? Opinion manga h, trash nhi",no emotion,Neutral
19670,tak wait kar lo,no emotion,Neutral
19669,Tum to bata do tumene Kitna donation Kiya ya rupee k liye tum bank k Bhar line laga do bol do,no emotion,Neutral
19668,sister tum ne Kitna donation Diya,no emotion,Neutral
19667,Soch lo % dushman discount b mile ga,no emotion,Neutral
19666,Ye to bilkul galat hai Vegetables ko waste na kiya jaye Aap utha kar leja sakte ho.,no emotion,Neutral
19665,Kya baat hai sir me to impress ho gya aap jese logo se police kuch kre to unko galiya mile agar kuch na kre tb bhi unko galiya mile to aesa kriye aap hi unko bta dijiye ki kya kre ac ke samne bethke kuch mt boliye vha jaye tb pta chalega aapko,no emotion,Neutral
19664,Baar baar kehne ke baad na mane to btao kya Kare police??????,no emotion,Neutral
19663,Ab Aise policewale ko phool barsaya jaya kya?,no emotion,Neutral
19662,Bahut acha kaam kia police ne,no emotion,Neutral
19661,Karna hi parega. Koe JANGAL Raaj Thore na hai. Esiliye to Bhaga hua hai. Papa ke Chor ke kamayi ke Farmhouse me,no emotion,Neutral
19660,Office walo ne mail kr ke sath main hy kachra saaf krwa diya tha,no emotion,Neutral
19659,Assalam o alaikum Faisal bhai... I have a Question... There are so many courses which have pre requisites like Stage of CODS Stage of CODS Stage of CODS e.t.c But I couldn't find any CODS course on my Dashboard... Kindly help me out...,no emotion,Neutral
19658,Same thought. Mera to online ka bho mood nahi ban saka. Dil hi itna ajeeb sa horaha hai,no emotion,Neutral
19657,Mera b same question. I think he did something stupid again. But pata nhi kya kia hai.,no emotion,Neutral
19656,Same magar logon ko nhi hai na apne se problm,no emotion,Neutral
19655,Houseful hai abhi,no emotion,Neutral
19654,Bohot achi baat hai Bhai yaseenabad mei month se paani nhi aya tanker dalwa dalwa kr budget out ho raha hai.,no emotion,Neutral
19653,ASSALAM O ALAIKUM DR SAHAB. MAY ALLAH BLESS YOU BOTH.,no emotion,Neutral
19652,Aapka zajba tu qabil sataesh hae magar puchna ye hae k PTI itni bara imdadi package kin par kharach kar rahi hae. Kiya eska koe audit hoga? Kiya PTI waloen k silsiley mey NAB kabhi bedaar hoga?,no emotion,Neutral
19651,Thank u thank u madam Kisi ki sohbat ka asar hai,no emotion,Neutral
19650,"One more thing in research ""kab tak parhoge. Job kab karoge. Ye to stipened ya fellowship hai salary kab milega"".",no emotion,Neutral
19649,"Assalam o alaikum, Can you please suggest about below error? I have enough fund for issue iqama.",no emotion,Neutral
19648,change hona chaye life me pta tu chly shadi hui h,no emotion,Neutral
19647,..... Ham aa rhy group me jaga rakh,no emotion,Neutral
19646,Mujhe to apne follow back nai Kiya hai ab Tak,no emotion,Neutral
19645,Mujhe abhi tak follow back nhi mila hai,no emotion,Neutral
19644,"bhai, Pooray Pakistan main EID ki Shopping ke liye Markets main aisay rush hai jaisay kal Eid hai aur parso Tadfeen Allah aisi qoum se bachaye jou Doctors ke liye JHANDAY tou lehraye Magr Ehtiyat ka kahey toh zara amal na kary Allah hi Hafiz hai",no emotion,Neutral
19643,photoshop to nai nai hai,no emotion,Neutral
19642,aesa mausam isb mai common si baat hai,no emotion,Neutral
19641,"Karne wale pe depend krta h, nikah k baad bhi fake ho skti hai and nikah k pehle bhi sachhi and pak ho sakti hai",no emotion,Neutral
19640,Assalam o alaikum respected aliya,no emotion,Neutral
19639,wazir tera narative ye hai jo tu ne apne tweet mai dia r q k tu sab pakistanio se mukhatib hai usmai isliye tere narative pe ghor karna r uska jawab dena zarori hai,no emotion,Neutral
19638,tum kehte ho adha pakistan chitral se quetta tk indus ka sara left portion afghania he hai to pakistani army b adhi afghan army he hai r itne afghanistan mai afghan areas nahi r na itni afghan army mai afghans hai,no emotion,Neutral
19637,tu shaid awans abbassi arain ki bat kar raha hai lekin ye to pakistani peoples mai miniority hain abbassi sirf islamabad hills mai awans sirf pothohar mai r arain indian punjab se migrate sirf northen punjab mai,no emotion,Neutral
19636,tu issi ka jawab tujhe dia k na iran ki history mai na greek history mai na arab history mai na early r mid turks history mai kahen b kisi afghanistan naam k kingdom ya riyasat ka naam nahi aya pakistan afghanistan areas mai,no emotion,Neutral
19635,sirf afghans ka zikr babar k dor mai milta hai fata kpk mai wo b jab lodhi ko rule mila delhi mai tab r afghanistan ki riyasat pehli dafa abdali k dor mai creat hui,no emotion,Neutral
